product_url,city,country
https://www.viator.com/tours/Las-Vegas/Deluxe-Las-Vegas-Helicopter-Night-Flight-with-VIP-Transportation/d684-5516ST5,Las Vegas,United States
https://www.viator.com/tours/Kauai/Kauai-ECO-Adventure-Helicopter-Tour/d670-23786P2,Lihue,United States
https://www.viator.com/tours/Maui/West-Maui-and-Molokai-Exclusive-45-Minute-Helicopter-Tour/d671-5069WEST45,Kahului,United States
https://www.viator.com/tours/New-York-City/Big-Apple-Helicopter-Tour-of-New-York/d687-2770HIGH,New York,United States
https://www.viator.com/tours/New-York-City/Manhattan-Sky-Tour-New-York-Helicopter-Flight/d687-5024MANSKY,New York,United States
